Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Alex Speas,1998,2,2023,2024,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,9.0,54.0,2.5,4,0,0,4.0,6,"HOU,TEX"
Jake Hager,1993,2,2021,2022,-0.2,0,42,76,6,15,0,5,0,12,0.197,0.307,0.224,0.531,52,0,0,7.71,61.0,1.286,3,0,0,2.3333333333333335,1,"ARI,NYM"
Nick Castellanos,1992,13,2013,2025,13.4,2,1624,6181,792,1694,242,892,40,418,0.274,0.323,0.469,0.792,112,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CIN,DET,PHI"
Richard Rodríguez,1990,5,2017,2021,4.7,0,189,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,16,14,3.28,129.0,1.127,228,0,19,228.0,230,"ATL,BAL,PIT"
Rubby De La Rosa,1989,7,2011,2017,1.3,0,68,94,4,10,0,3,0,1,0.106,0.116,0.106,0.222,-39,26,30,4.49,91.0,1.388,98,70,0,421.3333333333333,356,"ARI,BOS,LAD"
Ryan Strausborger,1988,1,2015,2015,-0.6,0,31,45,9,9,1,3,2,3,0.2,0.24,0.267,0.507,37,0,0,0.0,0.0,0.0,0,0,0,0.0,0,TEX
José De Paula,1988,1,2015,2015,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2.7,167.0,1.8,1,0,0,3.3333333333333335,2,NYY
Dan Cortes,1987,2,2010,2011,-0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,5.06,79.0,1.563,14,0,0,16.0,9,SEA
Michael McKenry,1985,7,2010,2016,2.4,0,311,839,94,200,29,103,2,93,0.238,0.318,0.406,0.725,96,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"COL,PIT,STL"
Cory Luebke,1985,4,2010,2016,2.4,0,61,49,3,7,0,0,0,2,0.143,0.176,0.143,0.319,-8,10,13,3.52,103.0,1.188,64,25,0,197.0,204,"PIT,SDP"
Sergio Romo,1983,15,2008,2022,10.0,1,573,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,42,36,3.21,123.0,1.049,821,5,137,722.6666666666666,789,"FLA,LAD,MIN,OAK,SEA,SFG,TBD,TOR"
Jack Hannahan,1980,8,2006,2014,6.3,0,614,1650,167,381,29,175,6,193,0.231,0.314,0.346,0.66,82,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,CLE,DET,OAK,SEA"
Hiram Bocachica,1976,8,2000,2007,0.2,0,272,535,69,115,15,37,16,41,0.215,0.272,0.355,0.628,68,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,LAD,OAK,SDP,SEA"
Tommy Phelps,1974,3,2003,2005,0.3,0,69,17,1,1,0,0,0,2,0.059,0.158,0.059,0.217,-39,4,5,4.34,97.0,1.463,75,11,1,120.33333333333333,85,"FLA,MIL"
Brian Barber,1973,4,1995,1999,-0.6,0,12,8,0,1,0,0,0,1,0.125,0.222,0.125,0.347,-4,5,8,6.77,69.0,1.677,26,16,1,93.0,59,"KCR,STL"
Bruce Aven,1972,5,1997,2002,1.6,0,259,609,85,166,20,103,6,57,0.273,0.343,0.432,0.774,100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,FLA,LAD,PIT"
Nerio Rodríguez,1971,5,1996,2002,-1.0,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,4,6,6.32,75.0,1.583,32,7,0,72.66666666666667,38,"BAL,CLE,STL,TOR"
Dave Stevens,1970,7,1994,2000,-1.2,0,39,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333,-13,15,16,6.02,80.0,1.713,183,6,21,251.0,170,"ATL,CHC,CLE,MIN"
John Dettmer,1970,2,1994,1995,-0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,6,4.47,109.0,1.564,12,9,0,54.333333333333336,27,TEX
Ed Giovanola,1969,5,1995,1999,-0.2,0,218,301,41,65,1,19,4,44,0.216,0.316,0.269,0.585,58,0,0,0.0,0.0,2.25,1,0,0,1.3333333333333333,0,"ATL,SDP"
Lee Tinsley,1969,5,1993,1997,1.7,0,361,870,131,210,13,79,41,88,0.241,0.313,0.334,0.647,67,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,PHI,SEA"
Giovanni Carrara,1968,10,1995,2006,1.7,0,257,31,2,3,0,0,0,1,0.097,0.125,0.097,0.222,-40,29,18,4.69,90.0,1.459,313,18,4,472.3333333333333,338,"CIN,COL,LAD,SEA,TOR"
Brian Hunter,1968,9,1991,2000,0.2,0,699,1555,187,364,67,259,4,141,0.234,0.298,0.43,0.728,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CIN,PHI,PIT,SEA,STL"
Andy Mota,1966,1,1991,1991,-0.5,0,27,90,4,17,1,6,2,1,0.189,0.198,0.244,0.442,28,0,0,0.0,0.0,0.0,0,0,0,0.0,0,HOU
Tom Lampkin,1964,13,1988,2002,6.2,0,777,1796,224,422,56,236,23,193,0.235,0.319,0.381,0.7,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,MIL,SDP,SEA,SFG,STL"
Jeff Dedmon,1960,6,1983,1988,1.4,0,229,47,4,7,0,2,0,2,0.149,0.184,0.17,0.354,-4,20,16,3.84,105.0,1.454,250,3,12,394.0,210,"ATL,CLE"
Lorenzo Gray,1958,2,1982,1983,-0.5,0,58,106,22,22,1,4,2,10,0.208,0.276,0.274,0.549,51,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Mark Wagner,1954,9,1976,1984,0.8,0,414,843,81,205,3,71,8,61,0.243,0.295,0.299,0.594,67,0,0,0.0,0.0,1.8,1,0,0,1.6666666666666665,1,"DET,OAK,TEX"
Sam Perlozzo,1951,2,1977,1979,-0.1,0,12,26,6,7,0,0,0,3,0.269,0.345,0.423,0.768,110,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"MIN,SDP"
Leron Lee,1948,8,1969,1976,2.1,0,614,1617,173,404,31,152,19,133,0.25,0.307,0.375,0.682,95,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CLE,LAD,SDP,STL"
Tom Grieve,1948,9,1970,1979,1.9,0,670,1907,209,474,65,254,7,135,0.249,0.301,0.401,0.702,100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"NYM,STL,TEX"
Bruce Miller,1947,4,1973,1976,-0.9,0,196,553,43,136,1,51,1,30,0.246,0.285,0.291,0.576,59,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SFG
Danny Frisella,1946,10,1967,1976,5.1,0,319,78,3,14,0,4,2,4,0.179,0.22,0.192,0.412,19,34,40,3.32,107.0,1.338,351,17,57,609.3333333333334,471,"ATL,MIL,NYM,SDP,STL"
Jack Fisher,1939,11,1959,1969,4.5,0,401,594,32,74,1,31,1,38,0.125,0.181,0.148,0.329,-6,86,139,4.06,88.0,1.349,400,265,9,1975.6666666666667,1017,"BAL,CHW,CIN,NYM,SFG"
Bob Johnson,1936,11,1960,1970,8.2,0,874,2307,254,628,44,230,24,156,0.272,0.32,0.377,0.697,95,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BAL,CIN,NYM,OAK,STL,TEX"
John Easton,1933,2,1955,1959,0.0,0,4,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHI
