Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Yosver Zulueta,1998,2,2024,2025,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4.82,95.0,1.232,14,0,0,18.666666666666668,21,CIN
Daniel Schneemann,1997,2,2024,2025,2.2,0,161,441,50,96,14,50,11,56,0.218,0.305,0.372,0.677,89,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
Yairo Muñoz,1995,5,2018,2022,0.1,0,242,578,72,155,14,66,16,40,0.268,0.319,0.396,0.716,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,PHI,STL"
Humberto Arteaga,1994,2,2019,2021,-0.8,0,42,125,11,24,0,5,1,8,0.192,0.25,0.224,0.474,27,0,0,5.4,105.0,1.8,1,0,0,1.6666666666666665,0,"KCR,WSN"
Addison Russell,1994,5,2015,2019,11.7,1,615,1987,256,480,60,253,17,186,0.242,0.312,0.392,0.704,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Jacob May,1992,1,2017,2017,-0.6,0,15,36,2,2,0,3,0,3,0.056,0.15,0.056,0.206,-40,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHW
Daniel Fields,1991,1,2015,2015,-0.1,0,1,3,1,1,0,0,0,0,0.333,0.333,0.667,1.0,167,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
Robert Carson,1989,2,2012,2013,-0.8,0,30,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,0,0,0,6.82,55.0,1.364,31,0,0,33.0,13,NYM
Cord Phelps,1987,4,2011,2014,-1.3,0,56,116,12,18,2,11,1,9,0.155,0.216,0.241,0.457,29,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,CLE"
Jeff Samardzija,1985,13,2008,2020,14.8,1,305,350,16,44,3,22,0,7,0.126,0.144,0.191,0.335,-10,80,106,4.15,97.0,1.244,364,241,1,1645.3333333333333,1449,"CHC,CHW,OAK,SFG"
Wily Mo Peña,1982,8,2002,2011,-1.2,0,599,1703,211,425,84,240,12,111,0.25,0.303,0.445,0.748,93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ARI,BOS,CIN,SEA,WSN"
Juan Rincón,1979,10,2001,2010,4.7,0,48,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,29,35,29,4.03,112.0,1.379,444,3,3,507.0,469,"CLE,COL,DET,MIN"
Jason Stanford,1977,3,2003,2007,2.0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,5,3.61,124.0,1.374,23,12,0,87.33333333333333,51,CLE
Brandon Duckworth,1976,8,2001,2008,-1.5,0,91,113,8,25,0,8,0,10,0.221,0.285,0.257,0.541,46,23,34,5.28,79.0,1.526,134,84,1,511.0,376,"HOU,KCR,PHI"
