Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Cade Horton,2001,1,2025,2025,-0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,4.15,93.0,1.385,10,9,0,52.0,38,CHC
Noah Murdock,1998,1,2025,2025,-1.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,13.24,32.0,2.706,14,0,0,17.0,21,OAK
Jung Hoo Lee,1998,2,2024,2025,1.3,0,123,470,64,117,8,44,8,39,0.249,0.31,0.377,0.686,97,0,0,0.0,0.0,0.0,0,0,0,0.0,0,SFG
Nate Pearson,1996,5,2020,2025,-1.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,6,5.31,80.0,1.454,121,6,3,152.66666666666666,159,"CHC,TOR"
Justin Williams,1995,3,2018,2021,-0.6,0,55,125,10,20,4,11,0,18,0.16,0.271,0.256,0.527,48,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"STL,TBD"
Brian Miller,1995,1,2021,2021,-0.1,0,5,11,1,3,0,0,0,0,0.273,0.273,0.273,0.545,49,0,0,0.0,0.0,0.0,0,0,0,0.0,0,FLA
Taylor Cole,1989,3,2017,2019,0.4,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,6,4.97,90.0,1.365,57,8,0,88.66666666666667,90,"ANA,TOR"
Matt Hague,1985,3,2012,2015,-0.5,0,43,84,6,19,0,7,1,5,0.226,0.286,0.262,0.548,54,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"PIT,TOR"
Blake DeWitt,1985,6,2008,2013,1.9,0,426,1119,118,288,21,135,7,107,0.257,0.324,0.381,0.705,90,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,CHC,LAD"
Jamie Hoffmann,1984,2,2009,2011,-0.2,0,16,26,2,4,1,7,0,0,0.154,0.143,0.346,0.489,28,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Lance Broadway,1983,3,2007,2009,0.3,0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,5.24,88.0,1.6,27,2,0,55.0,39,"CHW,NYM"
Frank Gracesqui,1979,1,2004,2004,-0.3,0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,11.25,40.0,2.25,7,0,1,4.0,1,FLA
Cory Sullivan,1979,6,2005,2010,0.9,0,476,1127,156,305,10,97,32,94,0.271,0.327,0.381,0.708,79,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"COL,HOU,NYM"
T.J. Tucker,1978,5,2000,2005,0.6,0,160,36,4,10,0,0,0,0,0.278,0.278,0.306,0.583,49,13,9,4.57,98.0,1.469,171,10,4,228.66666666666666,140,WSN
Chris Schroder,1978,3,2006,2008,0.2,0,62,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,2,5,4.46,96.0,1.284,62,0,0,78.66666666666667,85,WSN
Aaron Taylor,1977,3,2002,2004,-0.5,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,8.86,51.0,1.828,20,0,0,21.333333333333332,19,SEA
Josh Pearce,1977,3,2002,2004,-0.3,0,13,4,0,1,0,1,0,0,0.25,0.25,0.25,0.5,34,0,0,5.55,77.0,1.808,13,3,0,24.333333333333332,5,STL
Gene Kingsale,1976,7,1996,2003,-0.8,0,211,533,65,134,3,53,15,39,0.251,0.307,0.319,0.626,70,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,DET,SDP,SEA"
José Paniagua,1973,8,1996,2003,2.6,0,36,18,1,0,0,0,0,2,0.0,0.1,0.0,0.1,-71,18,21,4.49,101.0,1.518,270,14,13,357.0,276,"CHW,DET,SEA,WSN"
Todd Helton HOF,1973,17,1997,2013,61.8,5,2247,7962,1401,2519,369,1406,37,1335,0.316,0.414,0.539,0.953,133,0,0,0.0,0.0,0.0,0,0,0,0.0,0,COL
Mike Porzio,1972,3,1999,2003,-0.1,0,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,5.9,82.0,1.577,51,3,0,71.66666666666667,52,"CHW,COL"
Chris Clapinski,1971,2,1999,2000,0.4,0,70,105,18,28,1,9,1,14,0.267,0.358,0.4,0.758,97,0,0,0.0,0.0,0.0,0,0,0,0.0,0,FLA
