Name,Born,Seasons,From,To,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Nick Loftin,1998,3,2023,2025,0.5,0,113,322,37,72,4,37,4,27,0.224,0.289,0.323,0.611,72,0,0,0.0,0.0,1.0,1,0,0,1.0,0,KCR
Ben Rortvedt,1997,4,2021,2025,0.0,0,209,510,43,95,8,48,1,58,0.186,0.276,0.265,0.54,55,0,0,4.5,105.0,2.5,1,0,0,2.0,1,"MIN,NYY,TBD"
Javy Guerra,1995,6,2018,2023,-0.7,0,26,16,3,2,0,1,0,3,0.125,0.263,0.125,0.388,14,3,1,6.43,65.0,1.778,61,2,0,63.0,45,"MIL,SDP,TBD"
Vimael Machín,1993,3,2020,2022,-1.3,0,112,318,38,66,1,14,1,36,0.208,0.29,0.261,0.551,62,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
Matt Swarmer,1993,1,2022,2022,-0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,5.03,84.0,1.559,11,5,0,34.0,36,CHC
Eric Stamets,1991,1,2019,2019,-0.7,0,15,41,4,2,0,2,0,5,0.049,0.149,0.073,0.222,-38,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CLE
Kyle Ryan,1991,7,2014,2021,2.1,0,88,4,0,0,0,0,0,1,0.0,0.2,0.0,0.2,-39,13,8,4.05,106.0,1.376,190,7,2,218.0,147,"CHC,DET"
Tyler Wilson,1989,3,2015,2017,0.5,0,5,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,8,10,5.02,85.0,1.445,42,19,0,145.33333333333334,77,BAL
Lars Anderson,1987,3,2010,2012,-0.3,0,30,48,7,8,0,4,0,7,0.167,0.268,0.188,0.455,25,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Vance Worley,1987,8,2010,2017,5.0,0,120,157,6,22,0,10,0,2,0.14,0.151,0.166,0.317,-13,35,36,4.09,97.0,1.433,163,97,2,667.0,497,"BAL,FLA,MIN,PHI,PIT"
Bo Schultz,1985,3,2014,2016,-0.1,0,7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,3,4.54,91.0,1.188,51,0,1,67.33333333333333,46,"ARI,TOR"
Brad Bergesen,1985,4,2009,2012,2.9,0,25,9,1,2,0,0,0,0,0.222,0.222,0.222,0.444,19,19,25,4.61,93.0,1.389,102,59,0,424.0,225,"ARI,BAL"
Michael Crotta,1984,1,2011,2011,-0.6,0,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,9.28,41.0,2.344,15,0,0,10.666666666666666,7,PIT
Víctor Gárate,1984,1,2009,2009,-0.2,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,22.5,22.0,4.0,4,0,0,2.0,0,WSN
Miguel Pérez,1983,1,2005,2005,-0.1,0,2,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CIN
Argenis Reyes,1982,2,2008,2009,-0.3,0,58,127,13,26,1,3,3,5,0.205,0.246,0.228,0.475,27,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYM
Jason Bergmann,1981,6,2005,2010,-0.4,0,151,90,4,6,0,0,0,3,0.067,0.097,0.067,0.163,-55,12,24,5.04,85.0,1.419,155,50,0,389.6666666666667,299,WSN
Rocco Baldelli,1981,7,2003,2010,10.2,0,519,1910,281,531,60,262,60,102,0.278,0.323,0.443,0.766,101,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,TBD"
Joel Piñeiro,1978,12,2000,2011,12.7,0,92,167,13,17,0,10,1,11,0.102,0.157,0.138,0.295,-20,104,93,4.41,96.0,1.348,335,263,2,1754.3333333333333,1058,"ANA,BOS,SEA,STL"
